dayOfWeek,isWeekend,isHoliday,sessionCount,deepWorkMinutes,calendarEventCount,workload_score,is_high_intensity,is_very_productive,day_category,estimated_duration,sessions_x_deepwork,deepwork_per_session,sessionCount_sq,deepwork_ratio,is_monday,is_friday,category,category_name,startHour,endHour
4,0,0,8,262,3,266.2,1,1,0,12.0,20.96,29.11111111111111,64,0.5458333333333333,0,0,1,🌅 Early-Midday (6am-2pm),3,7
4,0,0,12,360,8,396.0,1,1,0,12.0,43.2,27.692307692307693,144,0.75,0,0,1,🌅 Early-Midday (6am-2pm),6,14
6,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,1,0,🚫 No Work,0,0
6,0,0,2,92,2,69.2,0,0,0,12.0,1.84,30.666666666666668,4,0.19166666666666668,0,1,2,🌆 Afternoon-Evening (3pm-8pm),15,21
2,0,0,5,148,3,164.8,0,0,0,12.0,7.4,24.666666666666668,25,0.30833333333333335,1,0,2,🌆 Afternoon-Evening (3pm-8pm),16,23
4,0,0,12,449,6,404.9,1,1,0,12.0,53.88,34.53846153846154,144,0.9354166666666667,0,0,1,🌅 Early-Midday (6am-2pm),3,8
3,0,0,8,270,2,267.0,1,1,0,12.0,21.6,30.0,64,0.5625,0,0,1,🌅 Early-Midday (6am-2pm),9,15
4,0,0,10,454,8,345.4,1,1,0,12.0,45.4,41.27272727272727,100,0.9458333333333333,0,0,1,🌅 Early-Midday (6am-2pm),6,11
4,0,0,4,145,5,134.5,0,0,0,12.0,5.8,29.0,16,0.3020833333333333,0,0,1,🌅 Early-Midday (6am-2pm),10,20
2,0,0,7,414,5,251.4,1,1,0,12.0,28.98,51.75,49,0.8625,1,0,1,🌅 Early-Midday (6am-2pm),4,8
3,0,0,4,152,3,135.2,0,0,0,12.0,6.08,30.4,16,0.31666666666666665,0,0,2,🌆 Afternoon-Evening (3pm-8pm),19,23
6,0,0,10,297,6,329.7,1,1,0,12.0,29.7,27.0,100,0.61875,0,1,1,🌅 Early-Midday (6am-2pm),4,12
3,0,0,6,239,4,203.9,1,0,0,12.0,14.34,34.142857142857146,36,0.4979166666666667,0,0,1,🌅 Early-Midday (6am-2pm),10,20
3,0,0,5,176,2,167.6,0,0,0,12.0,8.8,29.333333333333332,25,0.36666666666666664,0,0,1,🌅 Early-Midday (6am-2pm),10,18
5,0,0,4,65,2,126.5,0,0,0,12.0,2.6,13.0,16,0.13541666666666666,0,0,1,🌅 Early-Midday (6am-2pm),14,21
6,0,0,3,82,2,98.2,0,0,0,12.0,2.46,20.5,9,0.17083333333333334,0,1,2,🌆 Afternoon-Evening (3pm-8pm),18,23
6,0,0,8,328,4,272.8,1,1,0,12.0,26.24,36.44444444444444,64,0.6833333333333333,0,1,1,🌅 Early-Midday (6am-2pm),8,17
5,0,0,5,187,3,168.7,1,0,0,12.0,9.35,31.166666666666668,25,0.38958333333333334,0,0,1,🌅 Early-Midday (6am-2pm),12,20
3,0,1,3,68,0,96.8,0,0,2,12.0,2.04,17.0,9,0.14166666666666666,0,0,2,🌆 Afternoon-Evening (3pm-8pm),16,21
1,1,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,🚫 No Work,0,0
3,0,0,6,202,3,200.2,1,0,0,12.0,12.12,28.857142857142858,36,0.42083333333333334,0,0,1,🌅 Early-Midday (6am-2pm),14,20
3,0,0,12,398,7,399.8,1,1,0,12.0,47.76,30.615384615384617,144,0.8291666666666667,0,0,1,🌅 Early-Midday (6am-2pm),4,10
5,0,0,6,211,1,201.1,1,0,0,12.0,12.66,30.142857142857142,36,0.4395833333333333,0,0,1,🌅 Early-Midday (6am-2pm),14,22
2,0,0,5,142,3,164.2,0,0,0,12.0,7.1,23.666666666666668,25,0.29583333333333334,1,0,1,🌅 Early-Midday (6am-2pm),12,16
4,0,0,6,151,4,195.1,0,0,0,12.0,9.06,21.571428571428573,36,0.3145833333333333,0,0,1,🌅 Early-Midday (6am-2pm),11,18
4,0,0,2,110,0,71.0,0,0,0,12.0,2.2,36.666666666666664,4,0.22916666666666666,0,0,2,🌆 Afternoon-Evening (3pm-8pm),15,23
3,0,0,8,242,3,264.2,1,1,0,12.0,19.36,26.88888888888889,64,0.5041666666666667,0,0,1,🌅 Early-Midday (6am-2pm),7,12
2,0,0,5,34,2,153.4,0,0,0,12.0,1.7,5.666666666666667,25,0.07083333333333333,1,0,2,🌆 Afternoon-Evening (3pm-8pm),16,23
6,0,0,5,178,1,167.8,0,0,0,12.0,8.9,29.666666666666668,25,0.37083333333333335,0,1,1,🌅 Early-Midday (6am-2pm),14,23
5,0,0,6,184,4,198.4,1,0,0,12.0,11.04,26.285714285714285,36,0.38333333333333336,0,0,1,🌅 Early-Midday (6am-2pm),13,23
3,0,0,7,235,3,233.5,1,0,0,12.0,16.45,29.375,49,0.4895833333333333,0,0,1,🌅 Early-Midday (6am-2pm),8,15
4,0,0,7,273,4,237.3,1,1,0,12.0,19.11,34.125,49,0.56875,0,0,1,🌅 Early-Midday (6am-2pm),9,18
4,0,0,7,258,6,235.8,1,1,0,12.0,18.06,32.25,49,0.5375,0,0,1,🌅 Early-Midday (6am-2pm),5,9
2,0,0,11,315,4,361.5,1,1,0,12.0,34.65,26.25,121,0.65625,1,0,1,🌅 Early-Midday (6am-2pm),1,7
6,0,0,12,259,5,385.9,1,1,0,12.0,31.08,19.923076923076923,144,0.5395833333333333,0,1,1,🌅 Early-Midday (6am-2pm),5,12
5,0,0,4,234,1,143.4,1,0,0,12.0,9.36,46.8,16,0.4875,0,0,1,🌅 Early-Midday (6am-2pm),14,18
3,0,0,12,331,4,393.1,1,1,0,12.0,39.72,25.46153846153846,144,0.6895833333333333,0,0,1,🌅 Early-Midday (6am-2pm),4,10
3,0,0,2,110,3,71.0,0,0,0,12.0,2.2,36.666666666666664,4,0.22916666666666666,0,0,2,🌆 Afternoon-Evening (3pm-8pm),15,23
6,0,0,3,184,3,108.4,1,0,0,12.0,5.52,46.0,9,0.38333333333333336,0,1,1,🌅 Early-Midday (6am-2pm),12,22
6,0,0,4,222,3,142.2,1,0,0,12.0,8.88,44.4,16,0.4625,0,1,1,🌅 Early-Midday (6am-2pm),11,21
4,0,0,2,168,2,76.8,0,0,0,12.0,3.36,56.0,4,0.35,0,0,2,🌆 Afternoon-Evening (3pm-8pm),16,22
5,0,1,4,173,3,137.3,0,0,2,12.0,6.92,34.6,16,0.36041666666666666,0,0,2,🌆 Afternoon-Evening (3pm-8pm),16,23
5,0,0,7,445,3,254.5,1,1,0,12.0,31.15,55.625,49,0.9270833333333334,0,0,1,🌅 Early-Midday (6am-2pm),4,14
6,0,0,9,304,4,300.4,1,1,0,12.0,27.36,30.4,81,0.6333333333333333,0,1,1,🌅 Early-Midday (6am-2pm),9,17
4,0,0,11,469,6,376.9,1,1,0,12.0,51.59,39.083333333333336,121,0.9770833333333333,0,0,1,🌅 Early-Midday (6am-2pm),3,7
3,0,0,9,239,4,293.9,1,0,0,12.0,21.51,23.9,81,0.4979166666666667,0,0,1,🌅 Early-Midday (6am-2pm),9,15
2,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1,0,0,🚫 No Work,0,0
3,0,0,2,40,0,64.0,0,0,0,12.0,0.8,13.333333333333334,4,0.08333333333333333,0,0,2,🌆 Afternoon-Evening (3pm-8pm),20,23
2,0,0,5,104,2,160.4,0,0,0,12.0,5.2,17.333333333333332,25,0.21666666666666667,1,0,1,🌅 Early-Midday (6am-2pm),13,19
6,0,0,6,103,2,190.3,0,0,0,12.0,6.18,14.714285714285714,36,0.21458333333333332,0,1,1,🌅 Early-Midday (6am-2pm),13,20
5,0,0,7,142,5,224.2,0,0,0,12.0,9.94,17.75,49,0.29583333333333334,0,0,1,🌅 Early-Midday (6am-2pm),10,17
4,0,0,4,170,2,137.0,0,0,0,12.0,6.8,34.0,16,0.3541666666666667,0,0,2,🌆 Afternoon-Evening (3pm-8pm),17,23
3,0,0,10,287,6,328.7,1,1,0,12.0,28.7,26.09090909090909,100,0.5979166666666667,0,0,1,🌅 Early-Midday (6am-2pm),1,8
4,0,0,9,349,7,304.9,1,1,0,12.0,31.41,34.9,81,0.7270833333333333,0,0,1,🌅 Early-Midday (6am-2pm),2,12
6,0,0,12,250,7,385.0,1,1,0,12.0,30.0,19.23076923076923,144,0.5208333333333334,0,1,1,🌅 Early-Midday (6am-2pm),5,9
3,0,0,5,134,0,163.4,0,0,0,12.0,6.7,22.333333333333332,25,0.2791666666666667,0,0,2,🌆 Afternoon-Evening (3pm-8pm),15,23
4,0,0,5,82,1,158.2,0,0,0,12.0,4.1,13.666666666666666,25,0.17083333333333334,0,0,1,🌅 Early-Midday (6am-2pm),14,21
5,0,0,8,291,5,269.1,1,1,0,12.0,23.28,32.333333333333336,64,0.60625,0,0,1,🌅 Early-Midday (6am-2pm),8,16
4,0,0,5,158,3,165.8,0,0,0,12.0,7.9,26.333333333333332,25,0.32916666666666666,0,0,2,🌆 Afternoon-Evening (3pm-8pm),20,23
3,0,0,5,64,0,156.4,0,0,0,12.0,3.2,10.666666666666666,25,0.13333333333333333,0,0,2,🌆 Afternoon-Evening (3pm-8pm),15,20
5,0,0,2,55,2,65.5,0,0,0,12.0,1.1,18.333333333333332,4,0.11458333333333333,0,0,2,🌆 Afternoon-Evening (3pm-8pm),19,23
3,0,0,2,48,3,64.8,0,0,0,12.0,0.96,16.0,4,0.1,0,0,2,🌆 Afternoon-Evening (3pm-8pm),20,23
4,0,0,9,397,4,309.7,1,1,0,12.0,35.73,39.7,81,0.8270833333333333,0,0,1,🌅 Early-Midday (6am-2pm),2,7
2,0,0,10,333,5,333.3,1,1,0,12.0,33.3,30.272727272727273,100,0.69375,1,0,1,🌅 Early-Midday (6am-2pm),2,7
2,0,0,4,52,1,125.2,0,0,0,12.0,2.08,10.4,16,0.10833333333333334,1,0,2,🌆 Afternoon-Evening (3pm-8pm),15,20
2,0,0,5,110,1,161.0,0,0,0,12.0,5.5,18.333333333333332,25,0.22916666666666666,1,0,1,🌅 Early-Midday (6am-2pm),12,17
4,0,0,9,333,2,303.3,1,1,0,12.0,29.97,33.3,81,0.69375,0,0,1,🌅 Early-Midday (6am-2pm),8,17
4,0,0,2,152,3,75.2,0,0,0,12.0,3.04,50.666666666666664,4,0.31666666666666665,0,0,2,🌆 Afternoon-Evening (3pm-8pm),17,23
2,0,0,3,68,3,96.8,0,0,0,12.0,2.04,17.0,9,0.14166666666666666,1,0,2,🌆 Afternoon-Evening (3pm-8pm),15,23
3,0,0,4,160,1,136.0,0,0,0,12.0,6.4,32.0,16,0.3333333333333333,0,0,2,🌆 Afternoon-Evening (3pm-8pm),18,23
4,0,0,3,159,3,105.9,0,0,0,12.0,4.77,39.75,9,0.33125,0,0,1,🌅 Early-Midday (6am-2pm),12,18
5,0,0,11,399,7,369.9,1,1,0,12.0,43.89,33.25,121,0.83125,0,0,1,🌅 Early-Midday (6am-2pm),3,8
5,0,1,0,0,0,0.0,0,0,2,0.0,0.0,0.0,0,0.0,0,0,0,🚫 No Work,0,0
5,0,0,2,172,3,77.2,0,0,0,12.0,3.44,57.333333333333336,4,0.35833333333333334,0,0,2,🌆 Afternoon-Evening (3pm-8pm),17,23
5,0,0,3,39,1,93.9,0,0,0,12.0,1.17,9.75,9,0.08125,0,0,2,🌆 Afternoon-Evening (3pm-8pm),15,22
5,0,0,4,107,0,130.7,0,0,0,12.0,4.28,21.4,16,0.22291666666666668,0,0,2,🌆 Afternoon-Evening (3pm-8pm),19,23
3,0,0,8,311,7,271.1,1,1,0,12.0,24.88,34.55555555555556,64,0.6479166666666667,0,0,1,🌅 Early-Midday (6am-2pm),3,9
4,0,0,6,235,3,203.5,1,0,0,12.0,14.1,33.57142857142857,36,0.4895833333333333,0,0,1,🌅 Early-Midday (6am-2pm),12,18
4,0,0,5,166,3,166.6,0,0,0,12.0,8.3,27.666666666666668,25,0.3458333333333333,0,0,1,🌅 Early-Midday (6am-2pm),13,17
5,0,0,7,240,2,234.0,1,1,0,12.0,16.8,30.0,49,0.5,0,0,1,🌅 Early-Midday (6am-2pm),10,20
2,0,0,4,213,2,141.3,1,0,0,12.0,8.52,42.6,16,0.44375,1,0,1,🌅 Early-Midday (6am-2pm),13,18
3,0,0,4,235,4,143.5,1,0,0,12.0,9.4,47.0,16,0.4895833333333333,0,0,1,🌅 Early-Midday (6am-2pm),13,18
4,0,0,8,385,4,278.5,1,1,0,12.0,30.8,42.77777777777778,64,0.8020833333333334,0,0,1,🌅 Early-Midday (6am-2pm),5,13
2,0,0,5,163,5,166.3,0,0,0,12.0,8.15,27.166666666666668,25,0.33958333333333335,1,0,1,🌅 Early-Midday (6am-2pm),11,16
6,0,0,5,176,2,167.6,0,0,0,12.0,8.8,29.333333333333332,25,0.36666666666666664,0,1,2,🌆 Afternoon-Evening (3pm-8pm),18,23
2,0,1,2,115,1,71.5,0,0,2,12.0,2.3,38.333333333333336,4,0.23958333333333334,1,0,2,🌆 Afternoon-Evening (3pm-8pm),18,23
6,0,0,3,36,3,93.6,0,0,0,12.0,1.08,9.0,9,0.075,0,1,2,🌆 Afternoon-Evening (3pm-8pm),16,23
5,0,0,9,454,5,315.4,1,1,0,12.0,40.86,45.4,81,0.9458333333333333,0,0,1,🌅 Early-Midday (6am-2pm),1,11
2,0,0,4,127,0,132.7,0,0,0,12.0,5.08,25.4,16,0.26458333333333334,1,0,2,🌆 Afternoon-Evening (3pm-8pm),16,23
3,0,0,3,221,3,112.1,1,0,0,12.0,6.63,55.25,9,0.46041666666666664,0,0,1,🌅 Early-Midday (6am-2pm),12,19
2,0,0,3,235,3,113.5,1,0,0,12.0,7.05,58.75,9,0.4895833333333333,1,0,1,🌅 Early-Midday (6am-2pm),12,16
2,0,1,10,251,5,325.1,1,1,2,12.0,25.1,22.818181818181817,100,0.5229166666666667,1,0,1,🌅 Early-Midday (6am-2pm),2,6
4,0,0,3,56,1,95.6,0,0,0,12.0,1.68,14.0,9,0.11666666666666667,0,0,2,🌆 Afternoon-Evening (3pm-8pm),19,23
2,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1,0,0,🚫 No Work,0,0
5,0,0,5,166,1,166.6,0,0,0,12.0,8.3,27.666666666666668,25,0.3458333333333333,0,0,2,🌆 Afternoon-Evening (3pm-8pm),20,23
3,0,0,6,220,3,202.0,1,0,0,12.0,13.2,31.428571428571427,36,0.4583333333333333,0,0,1,🌅 Early-Midday (6am-2pm),8,15
5,0,0,7,470,8,257.0,1,1,0,12.0,32.9,58.75,49,0.9791666666666666,0,0,1,🌅 Early-Midday (6am-2pm),5,12
6,0,0,5,205,6,170.5,1,0,0,12.0,10.25,34.166666666666664,25,0.4270833333333333,0,1,1,🌅 Early-Midday (6am-2pm),8,18
2,0,0,10,392,8,339.2,1,1,0,12.0,39.2,35.63636363636363,100,0.8166666666666667,1,0,1,🌅 Early-Midday (6am-2pm),7,17
3,0,0,9,433,5,313.3,1,1,0,12.0,38.97,43.3,81,0.9020833333333333,0,0,1,🌅 Early-Midday (6am-2pm),6,11
5,0,0,10,297,4,329.7,1,1,0,12.0,29.7,27.0,100,0.61875,0,0,1,🌅 Early-Midday (6am-2pm),2,9
4,0,0,7,396,8,249.6,1,1,0,12.0,27.72,49.5,49,0.825,0,0,1,🌅 Early-Midday (6am-2pm),5,10
3,0,0,5,243,5,174.3,1,0,0,12.0,12.15,40.5,25,0.50625,0,0,1,🌅 Early-Midday (6am-2pm),8,16
4,0,0,6,202,1,200.2,1,0,0,12.0,12.12,28.857142857142858,36,0.42083333333333334,0,0,1,🌅 Early-Midday (6am-2pm),14,22
6,0,0,2,98,0,69.8,0,0,0,12.0,1.96,32.666666666666664,4,0.20416666666666666,0,1,2,🌆 Afternoon-Evening (3pm-8pm),15,23
5,0,0,2,131,2,73.1,0,0,0,12.0,2.62,43.666666666666664,4,0.27291666666666664,0,0,2,🌆 Afternoon-Evening (3pm-8pm),18,23
6,0,0,5,136,0,163.6,0,0,0,12.0,6.8,22.666666666666668,25,0.2833333333333333,0,1,2,🌆 Afternoon-Evening (3pm-8pm),16,21
4,0,0,8,463,5,286.3,1,1,0,12.0,37.04,51.44444444444444,64,0.9645833333333333,0,0,1,🌅 Early-Midday (6am-2pm),4,9
4,0,0,4,169,2,136.9,0,0,0,12.0,6.76,33.8,16,0.35208333333333336,0,0,1,🌅 Early-Midday (6am-2pm),12,22
5,0,0,12,353,8,395.3,1,1,0,12.0,42.36,27.153846153846153,144,0.7354166666666667,0,0,1,🌅 Early-Midday (6am-2pm),6,16
6,0,0,8,360,3,276.0,1,1,0,12.0,28.8,40.0,64,0.75,0,1,1,🌅 Early-Midday (6am-2pm),3,8
6,0,0,8,442,4,284.2,1,1,0,12.0,35.36,49.111111111111114,64,0.9208333333333333,0,1,1,🌅 Early-Midday (6am-2pm),3,9
5,0,0,5,164,3,166.4,0,0,0,12.0,8.2,27.333333333333332,25,0.3416666666666667,0,0,2,🌆 Afternoon-Evening (3pm-8pm),19,23
5,0,0,11,413,4,371.3,1,1,0,12.0,45.43,34.416666666666664,121,0.8604166666666667,0,0,1,🌅 Early-Midday (6am-2pm),1,9
2,0,0,9,240,8,294.0,1,1,0,12.0,21.6,24.0,81,0.5,1,0,1,🌅 Early-Midday (6am-2pm),2,10
4,0,0,3,103,1,100.3,0,0,0,12.0,3.09,25.75,9,0.21458333333333332,0,0,1,🌅 Early-Midday (6am-2pm),13,21
3,0,0,5,272,3,177.2,1,0,0,12.0,13.6,45.333333333333336,25,0.5666666666666667,0,0,1,🌅 Early-Midday (6am-2pm),10,19
6,0,0,7,261,2,236.1,1,1,0,12.0,18.27,32.625,49,0.54375,0,1,1,🌅 Early-Midday (6am-2pm),11,20
4,0,0,6,144,4,194.4,0,0,0,12.0,8.64,20.571428571428573,36,0.3,0,0,1,🌅 Early-Midday (6am-2pm),12,16
6,0,0,10,381,5,338.1,1,1,0,12.0,38.1,34.63636363636363,100,0.79375,0,1,1,🌅 Early-Midday (6am-2pm),4,10
5,0,0,5,64,1,156.4,0,0,0,12.0,3.2,10.666666666666666,25,0.13333333333333333,0,0,2,🌆 Afternoon-Evening (3pm-8pm),15,23
3,0,0,3,155,0,105.5,0,0,0,12.0,4.65,38.75,9,0.3229166666666667,0,0,2,🌆 Afternoon-Evening (3pm-8pm),19,23
4,0,0,9,454,4,315.4,1,1,0,12.0,40.86,45.4,81,0.9458333333333333,0,0,1,🌅 Early-Midday (6am-2pm),2,12
4,0,0,7,282,6,238.2,1,1,0,12.0,19.74,35.25,49,0.5875,0,0,1,🌅 Early-Midday (6am-2pm),5,15
5,0,0,4,269,5,146.9,1,0,0,12.0,10.76,53.8,16,0.5604166666666667,0,0,1,🌅 Early-Midday (6am-2pm),11,18
5,0,0,7,354,2,245.4,1,1,0,12.0,24.78,44.25,49,0.7375,0,0,1,🌅 Early-Midday (6am-2pm),8,15
5,0,0,9,252,6,295.2,1,1,0,12.0,22.68,25.2,81,0.525,0,0,1,🌅 Early-Midday (6am-2pm),7,17
5,0,0,7,370,6,247.0,1,1,0,12.0,25.9,46.25,49,0.7708333333333334,0,0,1,🌅 Early-Midday (6am-2pm),5,12
6,0,0,7,347,8,244.7,1,1,0,12.0,24.29,43.375,49,0.7229166666666667,0,1,1,🌅 Early-Midday (6am-2pm),2,9
3,0,0,5,135,1,163.5,0,0,0,12.0,6.75,22.5,25,0.28125,0,0,1,🌅 Early-Midday (6am-2pm),12,20
5,0,0,3,75,2,97.5,0,0,0,12.0,2.25,18.75,9,0.15625,0,0,2,🌆 Afternoon-Evening (3pm-8pm),16,23
2,0,0,12,294,8,389.4,1,1,0,12.0,35.28,22.615384615384617,144,0.6125,1,0,1,🌅 Early-Midday (6am-2pm),4,9
6,0,0,9,408,7,310.8,1,1,0,12.0,36.72,40.8,81,0.85,0,1,1,🌅 Early-Midday (6am-2pm),7,17
6,0,0,2,68,1,66.8,0,0,0,12.0,1.36,22.666666666666668,4,0.14166666666666666,0,1,2,🌆 Afternoon-Evening (3pm-8pm),20,23
3,0,0,4,143,5,134.3,0,0,0,12.0,5.72,28.6,16,0.29791666666666666,0,0,1,🌅 Early-Midday (6am-2pm),11,15
6,0,0,3,43,0,94.3,0,0,0,12.0,1.29,10.75,9,0.08958333333333333,0,1,2,🌆 Afternoon-Evening (3pm-8pm),15,20
4,0,1,12,316,7,391.6,1,1,2,12.0,37.92,24.307692307692307,144,0.6583333333333333,0,0,1,🌅 Early-Midday (6am-2pm),5,12
3,0,0,4,93,1,129.3,0,0,0,12.0,3.72,18.6,16,0.19375,0,0,2,🌆 Afternoon-Evening (3pm-8pm),16,23
4,0,0,5,81,0,158.1,0,0,0,12.0,4.05,13.5,25,0.16875,0,0,2,🌆 Afternoon-Evening (3pm-8pm),16,20
4,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,🚫 No Work,0,0
6,0,0,5,157,3,165.7,0,0,0,12.0,7.85,26.166666666666668,25,0.32708333333333334,0,1,2,🌆 Afternoon-Evening (3pm-8pm),18,23
3,0,0,3,126,3,102.6,0,0,0,12.0,3.78,31.5,9,0.2625,0,0,1,🌅 Early-Midday (6am-2pm),13,19
6,0,0,5,200,4,170.0,1,0,0,12.0,10.0,33.333333333333336,25,0.4166666666666667,0,1,1,🌅 Early-Midday (6am-2pm),10,18
5,0,1,5,182,2,168.2,1,0,2,12.0,9.1,30.333333333333332,25,0.37916666666666665,0,0,1,🌅 Early-Midday (6am-2pm),14,18
2,0,0,7,332,6,243.2,1,1,0,12.0,23.24,41.5,49,0.6916666666666667,1,0,1,🌅 Early-Midday (6am-2pm),9,15
6,0,0,10,307,3,330.7,1,1,0,12.0,30.7,27.90909090909091,100,0.6395833333333333,0,1,1,🌅 Early-Midday (6am-2pm),1,8
3,0,0,3,120,4,102.0,0,0,0,12.0,3.6,30.0,9,0.25,0,0,1,🌅 Early-Midday (6am-2pm),13,23
4,0,0,8,257,3,265.7,1,1,0,12.0,20.56,28.555555555555557,64,0.5354166666666667,0,0,1,🌅 Early-Midday (6am-2pm),6,13
2,0,0,5,247,5,174.7,1,0,0,12.0,12.35,41.166666666666664,25,0.5145833333333333,1,0,1,🌅 Early-Midday (6am-2pm),11,18
6,0,0,6,111,4,191.1,0,0,0,12.0,6.66,15.857142857142858,36,0.23125,0,1,1,🌅 Early-Midday (6am-2pm),14,23
4,0,0,5,246,5,174.6,1,0,0,12.0,12.3,41.0,25,0.5125,0,0,1,🌅 Early-Midday (6am-2pm),10,15
6,0,0,5,162,3,166.2,0,0,0,12.0,8.1,27.0,25,0.3375,0,1,1,🌅 Early-Midday (6am-2pm),10,16
3,0,0,8,253,6,265.3,1,1,0,12.0,20.24,28.11111111111111,64,0.5270833333333333,0,0,1,🌅 Early-Midday (6am-2pm),8,14
2,0,0,6,245,4,204.5,1,0,0,12.0,14.7,35.0,36,0.5104166666666666,1,0,1,🌅 Early-Midday (6am-2pm),11,19
1,1,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,🚫 No Work,0,0
6,0,0,7,328,4,242.8,1,1,0,12.0,22.96,41.0,49,0.6833333333333333,0,1,1,🌅 Early-Midday (6am-2pm),4,11
4,0,0,6,157,2,195.7,0,0,0,12.0,9.42,22.428571428571427,36,0.32708333333333334,0,0,1,🌅 Early-Midday (6am-2pm),10,17
2,0,0,3,118,0,101.8,0,0,0,12.0,3.54,29.5,9,0.24583333333333332,1,0,2,🌆 Afternoon-Evening (3pm-8pm),15,23
4,0,0,12,477,4,407.7,1,1,0,12.0,57.24,36.69230769230769,144,0.99375,0,0,1,🌅 Early-Midday (6am-2pm),4,13
3,0,0,8,353,6,275.3,1,1,0,12.0,28.24,39.22222222222222,64,0.7354166666666667,0,0,1,🌅 Early-Midday (6am-2pm),3,13
5,0,0,4,63,1,126.3,0,0,0,12.0,2.52,12.6,16,0.13125,0,0,2,🌆 Afternoon-Evening (3pm-8pm),17,23
4,0,0,11,295,5,359.5,1,1,0,12.0,32.45,24.583333333333332,121,0.6145833333333334,0,0,1,🌅 Early-Midday (6am-2pm),6,12
4,0,0,7,314,5,241.4,1,1,0,12.0,21.98,39.25,49,0.6541666666666667,0,0,1,🌅 Early-Midday (6am-2pm),9,14
4,0,0,2,156,3,75.6,0,0,0,12.0,3.12,52.0,4,0.325,0,0,2,🌆 Afternoon-Evening (3pm-8pm),16,23
5,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,🚫 No Work,0,0
3,0,0,11,467,7,376.7,1,1,0,12.0,51.37,38.916666666666664,121,0.9729166666666667,0,0,1,🌅 Early-Midday (6am-2pm),2,9
4,0,1,7,351,8,245.1,1,1,2,12.0,24.57,43.875,49,0.73125,0,0,1,🌅 Early-Midday (6am-2pm),3,12
2,0,0,7,314,5,241.4,1,1,0,12.0,21.98,39.25,49,0.6541666666666667,1,0,1,🌅 Early-Midday (6am-2pm),9,19
5,0,0,6,258,3,205.8,1,0,0,12.0,15.48,36.857142857142854,36,0.5375,0,0,1,🌅 Early-Midday (6am-2pm),9,19
2,0,0,10,446,5,344.6,1,1,0,12.0,44.6,40.54545454545455,100,0.9291666666666667,1,0,1,🌅 Early-Midday (6am-2pm),4,8
4,0,0,6,138,3,193.8,0,0,0,12.0,8.28,19.714285714285715,36,0.2875,0,0,1,🌅 Early-Midday (6am-2pm),12,16
5,0,0,12,365,7,396.5,1,1,0,12.0,43.8,28.076923076923077,144,0.7604166666666666,0,0,1,🌅 Early-Midday (6am-2pm),5,14
5,0,0,11,431,6,373.1,1,1,0,12.0,47.41,35.916666666666664,121,0.8979166666666667,0,0,1,🌅 Early-Midday (6am-2pm),6,10
6,0,0,4,99,2,129.9,0,0,0,12.0,3.96,19.8,16,0.20625,0,1,2,🌆 Afternoon-Evening (3pm-8pm),16,23
5,0,0,3,58,2,95.8,0,0,0,12.0,1.74,14.5,9,0.12083333333333333,0,0,2,🌆 Afternoon-Evening (3pm-8pm),17,22
2,0,1,11,420,6,372.0,1,1,2,12.0,46.2,35.0,121,0.875,1,0,1,🌅 Early-Midday (6am-2pm),1,9
6,0,0,5,112,0,161.2,0,0,0,12.0,5.6,18.666666666666668,25,0.23333333333333334,0,1,2,🌆 Afternoon-Evening (3pm-8pm),18,23
3,0,0,3,55,0,95.5,0,0,0,12.0,1.65,13.75,9,0.11458333333333333,0,0,2,🌆 Afternoon-Evening (3pm-8pm),17,23
4,0,0,10,428,6,342.8,1,1,0,12.0,42.8,38.90909090909091,100,0.8916666666666667,0,0,1,🌅 Early-Midday (6am-2pm),1,11
3,0,0,3,84,1,98.4,0,0,0,12.0,2.52,21.0,9,0.175,0,0,2,🌆 Afternoon-Evening (3pm-8pm),20,23
3,0,0,4,243,2,144.3,1,0,0,12.0,9.72,48.6,16,0.50625,0,0,1,🌅 Early-Midday (6am-2pm),11,17
5,0,0,7,432,5,253.2,1,1,0,12.0,30.24,54.0,49,0.9,0,0,1,🌅 Early-Midday (6am-2pm),4,12
4,0,0,12,374,5,397.4,1,1,0,12.0,44.88,28.76923076923077,144,0.7791666666666667,0,0,1,🌅 Early-Midday (6am-2pm),7,15
3,0,0,12,436,5,403.6,1,1,0,12.0,52.32,33.53846153846154,144,0.9083333333333333,0,0,1,🌅 Early-Midday (6am-2pm),6,15
6,0,0,8,408,6,280.8,1,1,0,12.0,32.64,45.333333333333336,64,0.85,0,1,1,🌅 Early-Midday (6am-2pm),4,11
5,0,0,2,160,3,76.0,0,0,0,12.0,3.2,53.333333333333336,4,0.3333333333333333,0,0,2,🌆 Afternoon-Evening (3pm-8pm),18,23
