dayOfWeek,isWeekend,isHoliday,sessionCount,deepWorkMinutes,calendarEventCount,startHour,endHour,workload_score,is_high_intensity,is_very_productive,day_category,estimated_duration,sessions_x_deepwork,events_x_sessions,deepwork_per_session,sessionCount_sq,deepWork_sq,sessionCount_log,deepWork_log,deepwork_ratio,session_density,is_monday,is_friday,is_wednesday,cat_6,cat_4,cat_5,cat_binary,cat_3,predicted_category,category_name
5,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,No Work
3,0,0,11,467,7,2,9,376.7,1,1,0,12.0,51.37,77,38.916666666666664,121,60.58027777777777,2.4849066497880004,6.148468295917647,0.9729166666666667,0.9166666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
4,0,1,7,351,8,3,12,245.1,1,1,2,12.0,24.57,56,43.875,49,34.2225,2.0794415416798357,5.863631175598097,0.73125,0.5833333333333334,0,0,1,1,1,1,1,1,1,Early-Midday
2,0,0,7,314,5,9,19,241.4,1,1,0,12.0,21.98,35,39.25,49,27.387777777777778,2.0794415416798357,5.752572638825633,0.6541666666666667,0.5833333333333334,1,0,0,2,1,2,1,1,1,Early-Midday
5,0,0,6,258,3,9,19,205.8,1,0,0,12.0,15.48,18,36.857142857142854,36,18.49,1.9459101490553132,5.556828061699537,0.5375,0.5,0,0,0,2,1,2,1,1,1,Early-Midday
2,0,0,10,446,5,4,8,344.6,1,1,0,12.0,44.6,50,40.54545454545455,100,55.254444444444445,2.3978952727983707,6.102558594613569,0.9291666666666667,0.8333333333333334,1,0,0,1,1,1,1,1,1,Early-Midday
4,0,0,6,138,3,12,16,193.8,0,0,0,12.0,8.28,18,19.714285714285715,36,5.289999999999999,1.9459101490553132,4.9344739331306915,0.2875,0.5,0,0,1,3,2,2,1,1,1,Early-Midday
5,0,0,12,365,7,5,14,396.5,1,1,0,12.0,43.8,84,28.076923076923077,144,37.00694444444444,2.5649493574615367,5.902633333401366,0.7604166666666666,1.0,0,0,0,1,1,1,1,1,1,Early-Midday
5,0,0,11,431,6,6,10,373.1,1,1,0,12.0,47.41,66,35.916666666666664,121,51.600277777777784,2.4849066497880004,6.068425588244111,0.8979166666666667,0.9166666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,4,99,2,16,23,129.9,0,0,0,12.0,3.96,8,19.8,16,2.7224999999999997,1.6094379124341003,4.605170185988092,0.20625,0.3333333333333333,0,1,0,4,2,3,2,2,2,Afternoon-Evening
5,0,0,3,58,2,17,22,95.8,0,0,0,12.0,1.74,6,14.5,9,0.9344444444444444,1.3862943611198906,4.07753744390572,0.12083333333333333,0.25,0,0,0,5,3,4,2,2,2,Afternoon-Evening
2,0,1,11,420,6,1,9,372.0,1,1,2,12.0,46.2,66,35.0,121,49.0,2.4849066497880004,6.042632833682381,0.875,0.9166666666666666,1,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,5,112,0,18,23,161.2,0,0,0,12.0,5.6,0,18.666666666666668,25,3.4844444444444447,1.791759469228055,4.727387818712341,0.23333333333333334,0.4166666666666667,0,1,0,5,3,4,2,2,2,Afternoon-Evening
3,0,0,3,55,0,17,23,95.5,0,0,0,12.0,1.65,0,13.75,9,0.8402777777777777,1.3862943611198906,4.02535169073515,0.11458333333333333,0.25,0,0,0,5,3,4,2,2,2,Afternoon-Evening
4,0,0,10,428,6,1,11,342.8,1,1,0,12.0,42.8,60,38.90909090909091,100,50.88444444444445,2.3978952727983707,6.061456918928017,0.8916666666666667,0.8333333333333334,0,0,1,1,1,1,1,1,1,Early-Midday
3,0,0,3,84,1,20,23,98.4,0,0,0,12.0,2.52,3,21.0,9,1.9599999999999997,1.3862943611198906,4.442651256490317,0.175,0.25,0,0,0,5,3,4,2,2,2,Afternoon-Evening
3,0,0,4,243,2,11,17,144.3,1,0,0,12.0,9.72,8,48.6,16,16.4025,1.6094379124341003,5.497168225293202,0.50625,0.3333333333333333,0,0,0,3,2,2,1,1,1,Early-Midday
5,0,0,7,432,5,4,12,253.2,1,1,0,12.0,30.24,35,54.0,49,51.84,2.0794415416798357,6.07073772800249,0.9,0.5833333333333334,0,0,0,1,1,1,1,1,1,Early-Midday
4,0,0,12,374,5,7,15,397.4,1,1,0,12.0,44.88,60,28.76923076923077,144,38.85444444444445,2.5649493574615367,5.926926025970411,0.7791666666666667,1.0,0,0,1,1,1,1,1,1,1,Early-Midday
3,0,0,12,436,5,6,15,403.6,1,1,0,12.0,52.32,60,33.53846153846154,144,52.80444444444444,2.5649493574615367,6.07993319509559,0.9083333333333333,1.0,0,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,8,408,6,4,11,280.8,1,1,0,12.0,32.64,48,45.333333333333336,64,46.239999999999995,2.1972245773362196,6.013715156042802,0.85,0.6666666666666666,0,1,0,1,1,1,1,1,1,Early-Midday
5,0,0,2,160,3,18,23,76.0,0,0,0,12.0,3.2,6,53.333333333333336,4,7.111111111111111,1.0986122886681098,5.081404364984463,0.3333333333333333,0.16666666666666666,0,0,0,5,3,4,2,2,2,Afternoon-Evening
6,0,0,6,209,4,9,14,200.9,1,0,0,12.0,12.54,24,29.857142857142858,36,12.133611111111112,1.9459101490553132,5.3471075307174685,0.4354166666666667,0.5,0,1,0,2,1,2,1,1,1,Early-Midday
5,0,0,2,155,3,20,23,75.5,0,0,0,12.0,3.1,6,51.666666666666664,4,6.673611111111112,1.0986122886681098,5.049856007249537,0.3229166666666667,0.16666666666666666,0,0,0,5,3,4,2,2,2,Afternoon-Evening
2,0,0,3,40,2,20,23,94.0,0,0,0,12.0,1.2,6,10.0,9,0.4444444444444444,1.3862943611198906,3.713572066704308,0.08333333333333333,0.25,1,0,0,5,3,4,2,2,2,Afternoon-Evening
6,0,0,2,97,3,16,23,69.7,0,0,0,12.0,1.94,6,32.333333333333336,4,2.613611111111111,1.0986122886681098,4.584967478670572,0.20208333333333334,0.16666666666666666,0,1,0,4,2,3,2,2,2,Afternoon-Evening
6,0,0,4,151,1,20,23,135.1,0,0,0,12.0,6.04,4,30.2,16,6.333611111111111,1.6094379124341003,5.0238805208462765,0.3145833333333333,0.3333333333333333,0,1,0,5,3,4,2,2,2,Afternoon-Evening
2,0,0,6,357,4,9,14,215.7,1,0,0,12.0,21.42,24,51.0,36,35.4025,1.9459101490553132,5.8805329864007,0.74375,0.5,1,0,0,2,1,2,1,1,1,Early-Midday
3,0,0,7,214,3,10,16,231.4,1,0,0,12.0,14.98,21,26.75,49,12.721111111111112,2.0794415416798357,5.3706380281276624,0.44583333333333336,0.5833333333333334,0,0,0,2,1,2,1,1,1,Early-Midday
5,0,0,10,411,7,3,8,341.1,1,1,0,12.0,41.1,70,37.36363636363637,100,46.92249999999999,2.3978952727983707,6.021023349349527,0.85625,0.8333333333333334,0,0,0,1,1,1,1,1,1,Early-Midday
5,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,No Work
4,0,0,5,137,2,15,21,163.7,0,0,0,12.0,6.85,10,22.833333333333332,25,5.213611111111111,1.791759469228055,4.927253685157205,0.28541666666666665,0.4166666666666667,0,0,1,4,2,3,2,2,2,Afternoon-Evening
6,0,0,4,141,3,17,23,134.1,0,0,0,12.0,5.64,12,28.2,16,5.522500000000001,1.6094379124341003,4.955827057601261,0.29375,0.3333333333333333,0,1,0,5,3,4,2,2,2,Afternoon-Evening
5,0,0,2,109,2,20,23,70.9,0,0,0,12.0,2.18,4,36.333333333333336,4,3.3002777777777776,1.0986122886681098,4.700480365792417,0.22708333333333333,0.16666666666666666,0,0,0,5,3,4,2,2,2,Afternoon-Evening
4,0,0,4,73,3,19,23,127.3,0,0,0,12.0,2.92,12,14.6,16,1.4802777777777776,1.6094379124341003,4.30406509320417,0.15208333333333332,0.3333333333333333,0,0,1,5,3,4,2,2,2,Afternoon-Evening
4,0,0,4,117,1,20,23,131.7,0,0,0,12.0,4.68,4,23.4,16,3.8024999999999998,1.6094379124341003,4.770684624465665,0.24375,0.3333333333333333,0,0,1,5,3,4,2,2,2,Afternoon-Evening
3,0,0,12,281,6,5,10,388.1,1,1,0,12.0,33.72,72,21.615384615384617,144,21.933611111111112,2.5649493574615367,5.641907070938114,0.5854166666666667,1.0,0,0,0,1,1,1,1,1,1,Early-Midday
5,0,0,5,187,3,13,18,168.7,1,0,0,12.0,9.35,15,31.166666666666668,25,9.713611111111112,1.791759469228055,5.236441962829949,0.38958333333333334,0.4166666666666667,0,0,0,4,2,3,2,1,1,Early-Midday
4,0,0,12,264,8,6,12,386.4,1,1,0,12.0,31.68,96,20.307692307692307,144,19.360000000000003,2.5649493574615367,5.579729825986222,0.55,1.0,0,0,1,1,1,1,1,1,1,Early-Midday
3,0,0,3,70,2,20,23,97.0,0,0,0,12.0,2.1,6,17.5,9,1.3611111111111114,1.3862943611198906,4.2626798770413155,0.14583333333333334,0.25,0,0,0,5,3,4,2,2,2,Afternoon-Evening
3,0,0,9,281,4,8,15,298.1,1,1,0,12.0,25.29,36,28.1,81,21.933611111111112,2.302585092994046,5.641907070938114,0.5854166666666667,0.75,0,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,5,201,3,11,17,170.1,1,0,0,12.0,10.05,15,33.5,25,11.2225,1.791759469228055,5.308267697401205,0.41875,0.4166666666666667,0,1,0,3,2,2,1,1,1,Early-Midday
3,0,0,11,349,7,1,8,364.9,1,1,0,12.0,38.39,77,29.083333333333332,121,33.83361111111111,2.4849066497880004,5.857933154483459,0.7270833333333333,0.9166666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
2,0,0,3,158,3,20,23,105.8,0,0,0,12.0,4.74,9,39.5,9,6.934444444444444,1.3862943611198906,5.0689042022202315,0.32916666666666666,0.25,1,0,0,5,3,4,2,2,2,Afternoon-Evening
4,0,0,8,188,4,8,18,258.8,1,0,0,12.0,15.04,32,20.88888888888889,64,9.817777777777778,2.1972245773362196,5.241747015059643,0.39166666666666666,0.6666666666666666,0,0,1,1,1,1,1,1,1,Early-Midday
5,0,0,11,246,7,1,7,354.6,1,1,0,12.0,27.06,77,20.5,121,16.81,2.4849066497880004,5.5093883366279774,0.5125,0.9166666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,8,437,8,5,11,283.7,1,1,0,12.0,34.96,64,48.55555555555556,64,53.04694444444444,2.1972245773362196,6.082218910376446,0.9104166666666667,0.6666666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
5,0,0,2,167,1,19,23,76.7,0,0,0,12.0,3.34,2,55.666666666666664,4,7.746944444444444,1.0986122886681098,5.123963979403259,0.34791666666666665,0.16666666666666666,0,0,0,5,3,4,2,2,2,Afternoon-Evening
5,0,0,7,244,5,11,20,234.4,1,1,0,12.0,17.08,35,30.5,49,16.537777777777777,2.0794415416798357,5.501258210544727,0.5083333333333333,0.5833333333333334,0,0,0,3,2,2,1,1,1,Early-Midday
6,0,0,8,435,8,4,13,283.5,1,1,0,12.0,34.8,64,48.333333333333336,64,52.5625,2.1972245773362196,6.077642243349034,0.90625,0.6666666666666666,0,1,0,1,1,1,1,1,1,Early-Midday
6,0,0,10,257,8,3,8,325.7,1,1,0,12.0,25.7,80,23.363636363636363,100,18.346944444444443,2.3978952727983707,5.552959584921617,0.5354166666666667,0.8333333333333334,0,1,0,1,1,1,1,1,1,Early-Midday
4,0,0,3,143,2,17,23,104.3,0,0,0,12.0,4.29,6,35.75,9,5.6802777777777775,1.3862943611198906,4.969813299576001,0.29791666666666666,0.25,0,0,1,5,3,4,2,2,2,Afternoon-Evening
4,0,0,2,92,3,19,23,69.2,0,0,0,12.0,1.84,6,30.666666666666668,4,2.3511111111111114,1.0986122886681098,4.532599493153256,0.19166666666666668,0.16666666666666666,0,0,1,5,3,4,2,2,2,Afternoon-Evening
4,0,0,5,129,4,14,19,162.9,0,0,0,12.0,6.45,20,21.5,25,4.6225,1.791759469228055,4.867534450455582,0.26875,0.4166666666666667,0,0,1,4,2,3,2,1,1,Early-Midday
2,0,0,12,439,6,3,7,403.9,1,1,0,12.0,52.68,72,33.76923076923077,144,53.53361111111111,2.5649493574615367,6.0867747269123065,0.9145833333333333,1.0,1,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,2,112,3,20,23,71.2,0,0,0,12.0,2.24,6,37.333333333333336,4,3.4844444444444447,1.0986122886681098,4.727387818712341,0.23333333333333334,0.16666666666666666,0,0,0,5,3,4,2,2,2,Afternoon-Evening
5,0,0,8,291,2,9,18,269.1,1,1,0,12.0,23.28,16,32.333333333333336,64,23.522499999999997,2.1972245773362196,5.676753802268282,0.60625,0.6666666666666666,0,0,0,2,1,2,1,1,1,Early-Midday
2,0,0,11,398,8,6,14,369.8,1,1,0,12.0,43.78,88,33.166666666666664,121,44.001111111111115,2.4849066497880004,5.988961416889864,0.8291666666666667,0.9166666666666666,1,0,0,1,1,1,1,1,1,Early-Midday
2,0,0,4,102,1,14,21,130.2,0,0,0,12.0,4.08,4,20.4,16,2.8899999999999997,1.6094379124341003,4.634728988229636,0.2125,0.3333333333333333,1,0,0,4,2,3,2,1,1,Early-Midday
4,0,0,8,328,3,2,12,272.8,1,1,0,12.0,26.24,24,36.44444444444444,64,29.884444444444444,2.1972245773362196,5.796057750765372,0.6833333333333333,0.6666666666666666,0,0,1,1,1,1,1,1,1,Early-Midday
5,0,0,3,173,2,17,22,107.3,0,0,0,12.0,5.19,6,43.25,9,8.313611111111111,1.3862943611198906,5.159055299214529,0.36041666666666666,0.25,0,0,0,5,3,4,2,2,2,Afternoon-Evening
2,0,0,8,259,4,8,16,265.9,1,1,0,12.0,20.72,32,28.77777777777778,64,18.633611111111108,2.1972245773362196,5.560681631015528,0.5395833333333333,0.6666666666666666,1,0,0,1,1,1,1,1,1,Early-Midday
5,0,0,11,424,4,4,10,372.4,1,1,0,12.0,46.64,44,35.333333333333336,121,49.937777777777775,2.4849066497880004,6.052089168924417,0.8833333333333333,0.9166666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
4,0,0,7,268,7,3,12,236.8,1,1,0,12.0,18.76,49,33.5,49,19.95111111111111,2.0794415416798357,5.594711379601839,0.5583333333333333,0.5833333333333334,0,0,1,1,1,1,1,1,1,Early-Midday
6,0,0,10,313,5,4,12,331.3,1,1,0,12.0,31.3,50,28.454545454545453,100,27.213611111111113,2.3978952727983707,5.749392985908253,0.6520833333333333,0.8333333333333334,0,1,0,1,1,1,1,1,1,Early-Midday
6,0,0,7,253,4,11,15,235.3,1,1,0,12.0,17.71,28,31.625,49,17.78027777777778,2.0794415416798357,5.537334267018537,0.5270833333333333,0.5833333333333334,0,1,0,3,2,2,1,1,1,Early-Midday
5,0,0,7,391,5,7,15,249.1,1,1,0,12.0,27.37,35,48.875,49,42.466944444444444,2.0794415416798357,5.971261839790462,0.8145833333333333,0.5833333333333334,0,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,3,128,2,19,23,102.8,0,0,0,12.0,3.84,6,32.0,9,4.551111111111111,1.3862943611198906,4.859812404361672,0.26666666666666666,0.25,0,1,0,5,3,4,2,2,2,Afternoon-Evening
5,0,0,7,225,5,11,20,232.5,1,0,0,12.0,15.75,35,28.125,49,14.0625,2.0794415416798357,5.420534999272286,0.46875,0.5833333333333334,0,0,0,3,2,2,1,1,1,Early-Midday
6,0,0,9,448,8,5,15,314.8,1,1,0,12.0,40.32,72,44.8,81,55.751111111111115,2.302585092994046,6.1070228877422545,0.9333333333333333,0.75,0,1,0,1,1,1,1,1,1,Early-Midday
2,0,0,3,93,3,18,23,99.3,0,0,0,12.0,2.79,9,23.25,9,2.4025000000000003,1.3862943611198906,4.543294782270004,0.19375,0.25,1,0,0,5,3,4,2,2,2,Afternoon-Evening
6,0,0,5,164,3,20,23,166.4,0,0,0,12.0,8.2,15,27.333333333333332,25,7.471111111111111,1.791759469228055,5.10594547390058,0.3416666666666667,0.4166666666666667,0,1,0,5,3,4,2,2,2,Afternoon-Evening
3,0,0,8,397,5,4,14,279.7,1,1,0,12.0,31.76,40,44.111111111111114,64,43.78027777777777,2.1972245773362196,5.986452005284438,0.8270833333333333,0.6666666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,No Work
3,0,0,12,363,5,3,11,396.3,1,1,0,12.0,43.56,60,27.923076923076923,144,36.6025,2.5649493574615367,5.8971538676367405,0.75625,1.0,0,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,5,143,2,15,23,164.3,0,0,0,12.0,7.15,10,23.833333333333332,25,5.6802777777777775,1.791759469228055,4.969813299576001,0.29791666666666666,0.4166666666666667,0,1,0,4,2,3,2,2,2,Afternoon-Evening
2,0,0,9,419,8,7,12,311.9,1,1,0,12.0,37.71,72,41.9,81,48.76694444444445,2.302585092994046,6.040254711277414,0.8729166666666667,0.75,1,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,11,385,6,7,17,368.5,1,1,0,12.0,42.35,66,32.083333333333336,121,41.173611111111114,2.4849066497880004,5.955837369464831,0.8020833333333334,0.9166666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
1,1,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,No Work
6,0,0,2,108,0,18,23,70.8,0,0,0,12.0,2.16,0,36.0,4,3.24,1.0986122886681098,4.6913478822291435,0.225,0.16666666666666666,0,1,0,5,3,4,2,2,2,Afternoon-Evening
4,0,0,4,139,2,10,20,133.9,0,0,0,12.0,5.56,8,27.8,16,5.366944444444445,1.6094379124341003,4.941642422609304,0.28958333333333336,0.3333333333333333,0,0,1,2,1,2,1,1,1,Early-Midday
3,0,0,8,263,6,7,14,266.3,1,1,0,12.0,21.04,48,29.22222222222222,64,19.213611111111113,2.1972245773362196,5.575949103146316,0.5479166666666667,0.6666666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,9,285,8,2,8,298.5,1,1,0,12.0,25.65,72,28.5,81,22.5625,2.302585092994046,5.655991810819852,0.59375,0.75,0,1,0,1,1,1,1,1,1,Early-Midday
6,0,0,6,123,4,10,15,192.3,0,0,0,12.0,7.38,24,17.571428571428573,36,4.2025,1.9459101490553132,4.820281565605037,0.25625,0.5,0,1,0,2,1,2,1,1,1,Early-Midday
4,0,0,2,67,1,17,22,66.7,0,0,0,12.0,1.34,2,22.333333333333332,4,1.2469444444444444,1.0986122886681098,4.219507705176107,0.13958333333333334,0.16666666666666666,0,0,1,5,3,4,2,2,2,Afternoon-Evening
3,0,0,10,441,3,4,14,344.1,1,1,0,12.0,44.1,30,40.09090909090909,100,54.022499999999994,2.3978952727983707,6.091309882077698,0.91875,0.8333333333333334,0,0,0,1,1,1,1,1,1,Early-Midday
4,0,0,9,284,8,3,13,298.4,1,1,0,12.0,25.56,72,28.4,81,22.404444444444444,2.302585092994046,5.652489180268651,0.5916666666666667,0.75,0,0,1,1,1,1,1,1,1,Early-Midday
4,0,0,3,83,3,17,23,98.3,0,0,0,12.0,2.49,9,20.75,9,1.913611111111111,1.3862943611198906,4.430816798843313,0.17291666666666666,0.25,0,0,1,5,3,4,2,2,2,Afternoon-Evening
5,0,0,7,256,5,8,16,235.6,1,1,0,12.0,17.92,35,32.0,49,18.204444444444444,2.0794415416798357,5.54907608489522,0.5333333333333333,0.5833333333333334,0,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,3,139,2,14,18,103.9,0,0,0,12.0,4.17,6,34.75,9,5.366944444444445,1.3862943611198906,4.941642422609304,0.28958333333333336,0.25,0,1,0,4,2,3,2,1,1,Early-Midday
3,0,0,4,137,4,14,23,133.7,0,0,0,12.0,5.48,16,27.4,16,5.213611111111111,1.6094379124341003,4.927253685157205,0.28541666666666665,0.3333333333333333,0,0,0,4,2,3,2,1,1,Early-Midday
5,0,0,6,136,2,11,20,193.6,0,0,0,12.0,8.16,12,19.428571428571427,36,5.137777777777777,1.9459101490553132,4.919980925828125,0.2833333333333333,0.5,0,0,0,3,2,2,1,1,1,Early-Midday
6,0,0,4,52,3,15,22,125.2,0,0,0,12.0,2.08,12,10.4,16,0.7511111111111112,1.6094379124341003,3.970291913552122,0.10833333333333334,0.3333333333333333,0,1,0,4,2,3,2,2,2,Afternoon-Evening
5,0,0,3,176,3,12,18,107.6,0,0,0,12.0,5.28,9,44.0,9,8.604444444444443,1.3862943611198906,5.176149732573829,0.36666666666666664,0.25,0,0,0,3,2,2,1,1,1,Early-Midday
5,0,0,9,267,4,8,14,296.7,1,1,0,12.0,24.03,36,26.7,81,19.802500000000002,2.302585092994046,5.5909869805108565,0.55625,0.75,0,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,4,230,3,14,23,143.0,1,0,0,12.0,9.2,12,46.0,16,14.694444444444446,1.6094379124341003,5.442417710521793,0.4791666666666667,0.3333333333333333,0,0,0,4,2,3,2,1,1,Early-Midday
5,0,0,7,341,6,4,10,244.1,1,1,0,12.0,23.87,42,42.625,49,32.30027777777778,2.0794415416798357,5.834810737062605,0.7104166666666667,0.5833333333333334,0,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,6,90,1,13,21,189.0,0,0,0,12.0,5.4,6,12.857142857142858,36,2.25,1.9459101490553132,4.51085950651685,0.1875,0.5,0,0,0,4,2,3,2,1,1,Early-Midday
4,0,0,7,156,3,11,18,225.6,0,0,0,12.0,10.92,21,19.5,49,6.760000000000001,2.0794415416798357,5.056245805348308,0.325,0.5833333333333334,0,0,1,3,2,2,1,1,1,Early-Midday
2,0,0,5,140,3,19,23,164.0,0,0,0,12.0,7.0,15,23.333333333333332,25,5.4444444444444455,1.791759469228055,4.948759890378168,0.2916666666666667,0.4166666666666667,1,0,0,5,3,4,2,2,2,Afternoon-Evening
6,0,0,8,322,5,7,15,272.2,1,1,0,12.0,25.76,40,35.77777777777778,64,28.801111111111105,2.1972245773362196,5.777652323222656,0.6708333333333333,0.6666666666666666,0,1,0,1,1,1,1,1,1,Early-Midday
5,0,0,3,154,2,16,21,105.4,0,0,0,12.0,4.62,6,38.5,9,6.587777777777779,1.3862943611198906,5.043425116919247,0.32083333333333336,0.25,0,0,0,4,2,3,2,2,2,Afternoon-Evening
3,0,0,9,343,7,7,16,304.3,1,1,0,12.0,30.87,63,34.3,81,32.68027777777778,2.302585092994046,5.840641657373398,0.7145833333333333,0.75,0,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,3,154,1,18,23,105.4,0,0,0,12.0,4.62,3,38.5,9,6.587777777777779,1.3862943611198906,5.043425116919247,0.32083333333333336,0.25,0,0,0,5,3,4,2,2,2,Afternoon-Evening
6,0,0,4,182,4,13,21,138.2,1,0,0,12.0,7.28,16,36.4,16,9.20111111111111,1.6094379124341003,5.209486152841421,0.37916666666666665,0.3333333333333333,0,1,0,4,2,3,2,1,1,Early-Midday
3,0,0,8,316,6,2,11,271.6,1,1,0,12.0,25.28,48,35.111111111111114,64,27.737777777777776,2.1972245773362196,5.75890177387728,0.6583333333333333,0.6666666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,5,294,5,11,20,179.4,1,0,0,12.0,14.7,25,49.0,25,24.010000000000005,1.791759469228055,5.68697535633982,0.6125,0.4166666666666667,0,0,0,3,2,2,1,1,1,Early-Midday
3,0,0,7,243,7,5,10,234.3,1,1,0,12.0,17.01,49,30.375,49,16.4025,2.0794415416798357,5.497168225293202,0.50625,0.5833333333333334,0,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,4,76,2,16,23,127.6,0,0,0,12.0,3.04,8,15.2,16,1.6044444444444443,1.6094379124341003,4.343805421853684,0.15833333333333333,0.3333333333333333,0,1,0,4,2,3,2,2,2,Afternoon-Evening
6,0,0,6,292,2,11,20,209.2,1,0,0,12.0,17.52,12,41.714285714285715,36,23.68444444444444,1.9459101490553132,5.680172609017068,0.6083333333333333,0.5,0,1,0,3,2,2,1,1,1,Early-Midday
6,0,0,12,477,8,7,14,407.7,1,1,0,12.0,57.24,96,36.69230769230769,144,63.2025,2.5649493574615367,6.169610732491456,0.99375,1.0,0,1,0,1,1,1,1,1,1,Early-Midday
6,0,0,4,174,4,13,21,137.4,0,0,0,12.0,6.96,16,34.8,16,8.41,1.6094379124341003,5.1647859739235145,0.3625,0.3333333333333333,0,1,0,4,2,3,2,1,1,Early-Midday
4,0,1,12,405,6,3,13,400.5,1,1,2,12.0,48.6,72,31.153846153846153,144,45.5625,2.5649493574615367,6.0063531596017325,0.84375,1.0,0,0,1,1,1,1,1,1,1,Early-Midday
2,0,0,3,139,2,17,23,103.9,0,0,0,12.0,4.17,6,34.75,9,5.366944444444445,1.3862943611198906,4.941642422609304,0.28958333333333336,0.25,1,0,0,5,3,4,2,2,2,Afternoon-Evening
5,0,0,3,98,3,19,23,99.8,0,0,0,12.0,2.94,9,24.5,9,2.667777777777778,1.3862943611198906,4.59511985013459,0.20416666666666666,0.25,0,0,0,5,3,4,2,2,2,Afternoon-Evening
2,0,0,8,294,8,3,13,269.4,1,1,0,12.0,23.52,64,32.666666666666664,64,24.010000000000005,2.1972245773362196,5.68697535633982,0.6125,0.6666666666666666,1,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,12,286,4,1,11,388.6,1,1,0,12.0,34.32,48,22.0,144,22.72111111111111,2.5649493574615367,5.659482215759621,0.5958333333333333,1.0,0,0,0,1,1,1,1,1,1,Early-Midday
1,1,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,No Work
3,0,0,2,170,2,20,23,77.0,0,0,0,12.0,3.4,4,56.666666666666664,4,8.027777777777779,1.0986122886681098,5.14166355650266,0.3541666666666667,0.16666666666666666,0,0,0,5,3,4,2,2,2,Afternoon-Evening
5,0,0,9,301,6,8,17,300.1,1,1,0,12.0,27.09,54,30.1,81,25.166944444444443,2.302585092994046,5.71042701737487,0.6270833333333333,0.75,0,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,4,110,0,17,23,131.0,0,0,0,12.0,4.4,0,22.0,16,3.3611111111111107,1.6094379124341003,4.709530201312334,0.22916666666666666,0.3333333333333333,0,0,0,5,3,4,2,2,2,Afternoon-Evening
6,0,0,2,92,2,20,23,69.2,0,0,0,12.0,1.84,4,30.666666666666668,4,2.3511111111111114,1.0986122886681098,4.532599493153256,0.19166666666666668,0.16666666666666666,0,1,0,5,3,4,2,2,2,Afternoon-Evening
4,0,0,12,244,7,5,12,384.4,1,1,0,12.0,29.28,84,18.76923076923077,144,16.537777777777777,2.5649493574615367,5.501258210544727,0.5083333333333333,1.0,0,0,1,1,1,1,1,1,1,Early-Midday
2,0,0,7,309,4,9,19,240.9,1,1,0,12.0,21.63,28,38.625,49,26.522500000000004,2.0794415416798357,5.736572297479192,0.64375,0.5833333333333334,1,0,0,2,1,2,1,1,1,Early-Midday
6,0,0,4,228,3,13,17,142.8,1,0,0,12.0,9.12,12,45.6,16,14.44,1.6094379124341003,5.43372200355424,0.475,0.3333333333333333,0,1,0,4,2,3,2,1,1,Early-Midday
2,0,0,12,425,5,6,14,402.5,1,1,0,12.0,51.0,60,32.69230769230769,144,50.17361111111111,2.5649493574615367,6.054439346269371,0.8854166666666666,1.0,1,0,0,1,1,1,1,1,1,Early-Midday
2,0,0,4,59,0,15,19,125.9,0,0,0,12.0,2.36,0,11.8,16,0.9669444444444444,1.6094379124341003,4.0943445622221,0.12291666666666666,0.3333333333333333,1,0,0,4,2,3,2,2,2,Afternoon-Evening
